File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Species,CountSpecies,TemperatureF,EpisodeID,Occurrence,JuvenileOccurrence,NoteUncertainty
IMG_0466.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,8:38:40,Ok,FALSE,Sus scrofa,1,34,,,,
IMG_0467.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,8:38:41,Ok,FALSE,Sus scrofa,1,34,,,,
IMG_0468.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,8:38:42,Ok,FALSE,Sus scrofa,1,34,,,,
IMG_0469.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,8:38:42,Ok,FALSE,Sus scrofa,1,34,,,,
IMG_0470.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,8:38:43,Ok,FALSE,Sus scrofa,1,34,,,,
IMG_0396.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,8-Dec-13,2:39:30,Ok,FALSE,Sus scrofa,1,36,,,,
IMG_0397.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,8-Dec-13,2:39:30,Ok,FALSE,Sus scrofa,1,36,,,,
IMG_0398.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,8-Dec-13,2:39:31,Ok,FALSE,Sus scrofa,1,36,,,,
IMG_0399.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,8-Dec-13,2:39:32,Ok,FALSE,Sus scrofa,1,36,,,,
IMG_0400.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,8-Dec-13,2:39:32,Ok,FALSE,Sus scrofa,1,36,,,,
IMG_0401.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,8-Dec-13,2:39:37,Ok,FALSE,Sus scrofa,1,36,,,,
IMG_0402.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,8-Dec-13,2:39:38,Ok,FALSE,Sus scrofa,1,36,,,,
IMG_0403.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,8-Dec-13,2:39:39,Ok,FALSE,Sus scrofa,1,36,,,,
IMG_0571.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,23-Dec-13,1:09:55,Ok,FALSE,Sus scrofa,1,39,,,,
IMG_0572.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,23-Dec-13,1:09:56,Ok,FALSE,Sus scrofa,1,39,,,,
IMG_0573.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,23-Dec-13,1:09:57,Ok,FALSE,Sus scrofa,1,39,,,,
IMG_0574.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,23-Dec-13,1:09:57,Ok,FALSE,Sus scrofa,1,39,,,,
IMG_0575.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,23-Dec-13,1:09:58,Ok,FALSE,Sus scrofa,1,39,,,,
IMG_0236.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,18-Nov-13,1:26:13,Ok,FALSE,Sus scrofa,1,40,,,,
IMG_0237.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,18-Nov-13,1:26:14,Ok,FALSE,Sus scrofa,1,40,,,,
IMG_0238.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,18-Nov-13,1:26:14,Ok,FALSE,Sus scrofa,1,40,,,,
IMG_0239.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,18-Nov-13,1:26:15,Ok,FALSE,Sus scrofa,1,40,,,,
IMG_0511.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,19-Dec-13,16:52:04,Ok,FALSE,Sus scrofa,1,45,,,,
IMG_0512.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,19-Dec-13,16:52:05,Ok,FALSE,Sus scrofa,1,45,,,,
IMG_0513.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,19-Dec-13,16:52:06,Ok,FALSE,Sus scrofa,1,45,,,,
IMG_0514.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,19-Dec-13,16:52:07,Ok,FALSE,Sus scrofa,1,45,,,,
IMG_0516.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,19-Dec-13,16:52:13,Ok,FALSE,Sus scrofa,1,45,,,,
IMG_0517.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,19-Dec-13,16:52:14,Ok,FALSE,Sus scrofa,1,45,,,,
IMG_0518.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,19-Dec-13,16:52:15,Ok,FALSE,Sus scrofa,1,45,,,,
IMG_0519.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,19-Dec-13,16:52:15,Ok,FALSE,Sus scrofa,1,45,,,,
IMG_0520.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,19-Dec-13,16:52:16,Ok,FALSE,Sus scrofa,1,45,,,,
IMG_0666.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,12-Jan-14,5:18:36,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0667.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,12-Jan-14,5:18:37,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0668.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,12-Jan-14,5:18:37,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0669.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,12-Jan-14,5:18:38,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0670.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,12-Jan-14,5:18:39,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0471.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,11:08:37,Ok,FALSE,Sus scrofa,1,52,,,,
IMG_0472.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,11:08:39,Ok,FALSE,Sus scrofa,1,52,,,,
IMG_0473.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,11:08:39,Ok,FALSE,Sus scrofa,1,52,,,,
IMG_0474.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,11:08:40,Ok,FALSE,Sus scrofa,1,52,,,,
IMG_0475.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,11:08:41,Ok,FALSE,Sus scrofa,1,52,,,,
IMG_0761.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,7-Feb-14,15:04:53,Ok,FALSE,Sus scrofa,1,53,,,,
IMG_0762.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,7-Feb-14,15:04:55,Ok,FALSE,Sus scrofa,1,53,,,,
IMG_0763.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,7-Feb-14,15:04:55,Ok,FALSE,Sus scrofa,1,53,,,,
IMG_0764.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,7-Feb-14,15:04:57,Ok,FALSE,Sus scrofa,1,53,,,,
IMG_1046.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,18-Apr-14,17:54:46,Ok,FALSE,Sus scrofa,1,54,,,,
IMG_1047.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,18-Apr-14,17:54:47,Ok,FALSE,Sus scrofa,1,54,,,,
IMG_0489.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:38:26,Ok,FALSE,Sus scrofa,2,55,,,,
IMG_0476.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:31:49,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0477.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:31:50,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0478.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:31:50,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0479.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:31:51,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0481.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:31:58,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0482.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:31:59,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0483.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:32:00,Ok,FALSE,Sus scrofa,1,55,,,,
